day,time,relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_speed_100m (km/h),wind_direction_100m (Â°),PM10 (Âµg/mÂ³),NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),NOx (ppb),NH3 (Âµg/mÂ³),SO2 (Âµg/mÂ³),CO (mg/mÂ³),Ozone (Âµg/mÂ³),Benzene (Âµg/mÂ³),Toluene (Âµg/mÂ³),Xylene (Âµg/mÂ³),Eth-Benzene (Âµg/mÂ³),MP-Xylene (Âµg/mÂ³)
16-09-2024,19:00:00,86,0,980,6,237,9.4,272,110.4,20.06,10.88,25.31,39.5,11.83,0.87,30.73,3.33,6.6,2.74,5.03,8.55
16-09-2024,20:00:00,88,0,979.8,5.8,248,13.6,259,132.89,21.61,11.8,39.69,39.47,10.29,0.94,24,4.11,6.38,2.58,3.14,5.18
16-09-2024,21:00:00,88,0,979.4,5.4,270,13.7,275,119.13,11.5,13.88,27.46,39.42,8.76,0.78,29.72,3.1,8.65,3.184684951,4.78,5.71
16-09-2024,22:00:00,86,0,979.3,6.8,270,16.6,275,67.45,18.3,12.1,38.09,39.34,11.48,1.07,23.13,3.65,8.82,3.61,3.21,4.93
16-09-2024,23:00:00,81,0,979.6,7.6,262,17.3,271,52.67,16.84,12.62,38.16,41.44,11.88,1.07,22.33,4.46,7.88,3.86,3.26,6.01
17-09-2024,00:00:00,79,0,979.9,8.1,257,17.6,270,57,10.04,9.09,21.81,50.79,8.31,1.01,15.94,4.07,18.1,13.43,8.7,6.86
17-09-2024,01:00:00,76,0,980.7,6.6,257,14,282,53.5,11.94,11.03,29.63,45.53,6.54,0.99,19.99,2.85,6.13,3.86,3.12,5.5
17-09-2024,02:00:00,78,0,981.4,8.6,272,15.5,292,35.12,17.78,8.71,32.55,45.42,6.95,1.03,22.93,3.96,7.45,2.41,3.18,5.04
17-09-2024,03:00:00,75,0,981.8,10.2,278,17.3,287,41.86,14.11,9.3,28.98,48.37,8.09,1.11,22.19,3.3,7.12,2.42,3.2,6.67
17-09-2024,04:00:00,71,0,982.2,9.7,292,13.4,294,71.7,12.7,10.76,33.66,45.5,8.77,1.04,23.15,3.7,8.18,3.5,5.33,7.17
17-09-2024,05:00:00,65,0,982.6,9.7,309,12.5,309,84.18,11.9,11,31.25,45.52,12.34,0.85,23.05,4.05,9,2.67,5.97,7.14
17-09-2024,06:00:00,62,0,982.3,10.6,325,13.8,327,99.04,14.85,13.03,28.75,47.73,12.48,0.8,24.22,4.02,8.94,2.68,5.84,7.1
17-09-2024,07:00:00,60,0,981.4,9.3,332,11.9,331,85.33,14.91,14.06,26.47,47.3,9.89,0.66,24.6,3.93,7.77,3.62,4.78,6.74
17-09-2024,08:00:00,59,0,980.8,8.9,333,11.3,333,74.2,14.08,10.8,33.38,43.87,6.35,0.7,24.45,3.11,8.25,2.59,4.39,5.62
17-09-2024,09:00:00,59,0,980.1,7.3,349,9.2,349,156.65,15.35,11.52,36.25,43.98,5.69,0.8,29,3.02,6.25,2.53,2.93,4.4
17-09-2024,10:00:00,60,0,979.6,6.8,3,8.6,360,230.2,13.79,15.27,29.02,39.16,11.88,0.89,33.52,3.13,5.7,1.06,1.75,3.83
17-09-2024,11:00:00,61,0,979.5,5.5,23,7.3,20,195.88,15.03,14.49,28.22,39.24,33.34,1.4,41.09,4.47,4.37,3.21,1.58,3.83
17-09-2024,12:00:00,63,0,979.5,3.3,13,5.2,16,69.44,15.7,12.34,34.4,35.88,29.92,0.83,38.6,5.05,5.77,1.94,1.54,3.71
17-09-2024,13:00:00,70,0,980.2,3.1,111,2.6,56,106.15,13.98,11.78,27.56,20.4,18.42,0.64,38.77,4.99,5.86,1.99,1.52,3.6
17-09-2024,14:00:00,80,0,980.4,4.2,160,2.9,150,143.75,11.2,10.29,20.87,21.38,17.44,1.11,42.27,2.91,3.61,2.61,1.25,2.79
17-09-2024,15:00:00,80,0,980.5,4.6,231,5.5,259,99.5,10.1,4.83,28.6,33.74,16.64,1.57,45.11,3.04,5.98,2.65,1.34,2.68
17-09-2024,16:00:00,87,0,980.8,6.6,248,8.3,270,117.65,14.86,10.21,26.08,30.74,12.37,0.8,29.44,3.14,4.69,2.61,1.21,2.86
17-09-2024,17:00:00,82,0,980.9,2.1,59,4.3,355,64.5,15.16,3.78,26.67,33.75,22.64,0.96,28.36,1.82,2.86,2.69,0.7,0.96
17-09-2024,18:00:00,79,0,980.5,3.1,324,5.9,346,164.82,18.16,10.25,24.12,30.5,16.69,1.21,30.43,3.28,4.76,2.79,3.1,6.83
17-09-2024,19:00:00,88,0,979.6,4,275,6.1,320,161.71,18.41,10.2,24.19,30.61,17.66,1.25,30.34,3.44,5.36,2.75,3.55,7.14
17-09-2024,20:00:00,85,0,979.1,6,25,11.4,18,107.88,19.96,11.13,38.58,28.98,21.75,1.21,23.5,3.93,4.48,2.56,1.42,3.1
17-09-2024,21:00:00,92,0,978.5,5.7,18,9.8,24,117.04,19.9,11.37,38.34,30.12,19.02,1.2,23.66,4.33,7.59,2.55,2.14,3.38
17-09-2024,22:00:00,93,0,978.5,3.6,6,9.9,10,104.96,16.51,11.44,36.97,29.26,19.21,0.85,22.02,3.58,8.33,3.7,2.08,3.65
17-09-2024,23:00:00,93,0,978.8,5.2,16,12.6,24,24,12.61,12.12,39.28,33.75,35.28,0.91,14.5,3.44,9.23,3.68,2.06,4.71
18-09-2024,00:00:00,92,0,978.5,5.6,345,12.6,360,80.17,10.93,9.35,21.76,50.8,5.83,0.74,15.85,3.77,17.48,12.79,7.58,5.55
18-09-2024,01:00:00,90,0.1,979.6,6.6,347,11.2,360,85.74,12.5,11.43,29.65,47.48,6.32,0.73,18.36,2.57,5.55,3.84,1.96,4.28
18-09-2024,02:00:00,90,0,979.9,3.4,18,8.3,5,70.15,17.61,8.47,32.14,42.9,6.57,0.85,19.64,3.72,6.95,2.33,2.19,3.98
18-09-2024,03:00:00,87,0,980.7,8.3,72,10.8,75,65.28,12.45,8.85,27.83,39.47,6.67,1.08,21.54,3.58,8.82,2.55,3.13,6.67
18-09-2024,04:00:00,79,0,981.4,13.3,71,17.4,72,73.06,11.05,10.3,32.52,36.56,6.43,1.07,21.78,3.54,7.75,3.51,3.92,6.07
18-09-2024,05:00:00,74,0,981.5,17.1,68,22.5,68,113.46,13.65,10.67,31.56,39.49,6.53,1.06,22.24,4.06,8.7,2.7,4.46,6.1
18-09-2024,06:00:00,69,0,981,18.1,67,24.3,66,110.98,13.22,12.39,27.53,38.86,6.5,0.97,23.03,3.4,5.59,2.68,3.3,5.91
18-09-2024,07:00:00,66,0,980.3,20,67,27.2,66,113.18,13.22,13.72,25.47,38.35,7.67,0.86,24,3.22,3.17,3.55,3.24,4.73
18-09-2024,08:00:00,69,0,979.7,17.2,57,23.7,57,65.61,12.56,10.02,32,35,3.61,0.84,23.65,3.25,8.51,2.65,3.96,5.11
18-09-2024,09:00:00,73,0.1,978.7,16.6,48,22.9,48,58.91,13.91,10.93,28.86,35.08,4.75,0.66,28.03,2.59,6.47,2.53,3.8,5.06
18-09-2024,10:00:00,80,1.4,978.3,13.3,41,20.4,42,52.3,11.99,14.58,27.54,30.42,4.6,0.91,32.06,2.99,7.22,1.11,2.98,4.91
18-09-2024,11:00:00,88,5.6,978.2,12.5,51,22.8,55,24,13.02,13.91,27.13,30.1,5.42,1.32,40.93,4.46,5.94,3.18,2.36,4.55
18-09-2024,12:00:00,88,4.2,978.1,17.8,36,31.4,40,18,14.46,6.46,41.68,68.83582405,8.02,1.01,38.36,5.98,11.22,1.92,2.92,5.48
18-09-2024,13:00:00,93,0.9,978.3,18.4,11,30.8,14,17.33,14.51,6.44,41.5,33.79,8.1,0.88,37.82,5.43,9.09,1.96,2.89,5.45
18-09-2024,14:00:00,92,1.2,978.6,15.5,5,26.7,10,23.33,9.91,4.84,28.76,33.78,8.33,1.37,45.37,2.54,4.76,2.66,1.76,4.06
18-09-2024,15:00:00,91,4.7,979.1,15.6,7,27,13,56.5,9.33,13.32,25.66,30.22,3,0.82,40.43,3.49,7.23,2.6,2.58,4.46
18-09-2024,16:00:00,92,3.8,979.5,12.6,2,22.5,6,49.88,20.65,13.34,25.92,26.68,5.52,0.65,30.16,3.54,7.57,3.184684951,3.82,5.72
18-09-2024,17:00:00,93,0.7,979.4,12.1,27,22.2,27,41.82,20.62,13.36,25.83,26.62,5.04,0.69,30.66,2.92,4.81,3.184684951,3.26,4.92
18-09-2024,18:00:00,94,0.9,979.2,8.6,33,16.8,42,44.07,17.95,10.93,16.43,25.4,6.99,1.14,29.93,3.82,8.18,3.184684951,4.53,6.13
18-09-2024,19:00:00,94,2.8,978.8,10.5,52,19.3,53,44.49,18.11,10.19,18.11,31.94,8.02,1.23,29.6,3.91,7.9,3.184684951,4.46,6.14
18-09-2024,20:00:00,94,1,978.3,13,66,23.2,66,48.48,19.39,10.42,33.73,36.24,8.66,1.18,23.01,4.02,7.6,3.184684951,4.31,5.99
18-09-2024,21:00:00,93,0.1,978.1,12.6,70,22,72,49.32,19.46,10.64,33.53,36.36,7.27,1.16,22.88,4.53,7.97,2.6,2.6,3.73
18-09-2024,22:00:00,95,0.1,977.9,11.4,77,20.8,80,53.6,16.76,10.78,32.13,37.3,7,0.69,22.15,2.9,5.4,3.74,1.25,2.48
18-09-2024,23:00:00,95,0,978.4,12.6,77,22,79,50.84,15.07,11.23,32.47,38.53,7.83,0.64,20.8,4.01,7,3.67,1.81,4.05
19-09-2024,00:00:00,95,0,979,12.8,74,21.7,78,66.45,9.99,9.51,20.78,47.72,3.71,0.68,15.72,3.83,16.92,13.1,7.98,5.37
19-09-2024,01:00:00,96,0,979.7,12,83,21.6,86,56.02,11.02,11.16,25.61,38.1,3.62,0.65,18.33,2.56,5.02,3.86,1.76,3.94
19-09-2024,02:00:00,92,0,980.3,15.2,85,20.2,85,43.43,16.8,8.13,24.35,33.71,3.61,0.69,19.08,3.54,6.25,2.3,1.76,3.55
19-09-2024,03:00:00,86,0,980.7,15.8,89,21.3,88,41.33,12.12,9.1,19.79,33.02,3.66,0.84,17.92,3.39,8.01,2.6,2.56,6.25
19-09-2024,04:00:00,83,0,981.2,13.7,85,18.1,85,44.15,10.92,9.54,24.82,41.42,3.82,0.95,18.64,2.7,6.21,3.51,3.13,5.43
19-09-2024,05:00:00,76,0.1,981.4,14.8,94,19.6,96,47.04,10.12,9.85,25.19,42.61,3.9,0.87,18.55,3.42,7.1,2.68,3.38,4.94
19-09-2024,06:00:00,75,0.3,980.7,16.6,103,22.1,102,60.67,13.05,11.73,20.95,44.6,3.92,0.83,20.49,2.74,6.17,2.64,3.17,4.68
19-09-2024,07:00:00,72,0.3,980,16.5,100,21.5,100,61.24,13.14,12.82,20.66,44.4,3.78,0.79,20.54,3.26,5.33,3.62,2.37,4.47
19-09-2024,08:00:00,75,0.6,979.3,15.5,108,20.4,107,54.18,12.3,10.02,25.39,35.14,4.8,0.77,20.05,2.72,6.89,2.54,2.52,3.93
19-09-2024,09:00:00,69,0.2,978.5,14.7,107,19.8,109,55.89,13.39,11.55,27.28,30.41,4.89,0.69,24.81,2.77,6.81,2.57,2.45,3.77
19-09-2024,10:00:00,65,0.2,977.8,15.1,115,20.1,117,52.52,11.54,14.95,19.84,23.76,6.97,0.82,39.22,2.84,6.05,1.04,1.37,3.15
19-09-2024,11:00:00,66,0,977.8,12.7,125,17.9,124,45,12.76,13.62,21.3,32.42,4.33,1.38,53.33,3.99,3.37,3.09,1.32,3.21
19-09-2024,12:00:00,71,0,978,8,126,15.2,126,44.13,14.59,11.11,31.58,34.92,8.6,0.86,78.19,4.49,3.85,1.94,1.17,2.87
19-09-2024,13:00:00,83,0,978.7,6.9,47,15.6,56,46.92,13.96,11.97,27.85,20.35,9.72,0.71,75.26,4.75,5.28,1.96,1.1,2.82
19-09-2024,14:00:00,89,0,979.1,4.8,63,12.8,68,40.38,10.96,10.59,19.01,18.7,8.69,1.13,50.24,2.84,3.77,2.65,0.82,2.04
19-09-2024,15:00:00,93,0,979.4,4.8,103,9.4,94,39.46,11.21,11.12,18.92,20.98,5.58,1.02,68.75,2.62,3.03,2.61,0.82,1.96
19-09-2024,16:00:00,94,0,979.6,3.8,139,8.4,133,41.82,9.46,11.91,16.4,34.7,3.1,0.54,19.66,2.6,3.67,3.184684951,0.93,2.99
19-09-2024,17:00:00,96,0,979.2,5.8,158,7.8,167,55.2,9.02,11.94,18.61,35.89,2.38,0.68,22.06,2.83,4.27,3.184684951,2.02,3.49
19-09-2024,18:00:00,96,0,979,4.4,171,8.3,185,68.38,8.92,12.2,18.69,36.23,3,0.71,19.04,2.88,4.56,3.184684951,2.1,3.93
19-09-2024,19:00:00,95,0,978.8,4.7,176,6.9,186,92.36,8.97,11.96,15.56,36.48,3.31,0.66,18.67,2.41,4.65,3.184684951,2.33,4.19
19-09-2024,20:00:00,95,0,978.4,4.8,193,4.5,194,53.25,3.2,1.52,6.29,45.76,3.23,0.42,4.64,1.08,4.06,3.184684951,2.66,5.34
19-09-2024,21:00:00,91,0,978.5,3,256,2.8,230,66,3.2,1.42,6.28,45.82,3.23,0.42,4.64,1.12,4.16,3.184684951,2.63,5.41
19-09-2024,22:00:00,97,0,978.5,5,339,4.1,322,110.72,8.96,12.06,15.68,36.46,3.72,0.66,18.78,2.54,6.84,3.184684951,2.54,3.58
19-09-2024,23:00:00,99,0,978.7,6,25,7.2,360,81.41,11.5,6.69,22.73,38.44,4.42,0.73,18.56,3.28,3.38,3.184684951,1.27,3.7
20-09-2024,00:00:00,99,0,979.1,6.3,66,7.5,35,75.96,9.33,8.91,21.1,50.82,5.08,0.58,19.26,4.08,22.49,3.184684951,2.48,6.29
20-09-2024,01:00:00,96,0,979.6,1.6,63,3.3,96,71.1,11.37,9.48,21.22,47.44,5.08,0.6,22.79,2.47,6.74,3.184684951,2.48,4.21
20-09-2024,02:00:00,90,0,980.5,3.6,127,6,123,63.01,10.58,8.11,28.32,42.88,5.27,0.62,24.92,2.46,6.83,3.184684951,2.47,4.22
20-09-2024,03:00:00,81,0,981.3,5.4,132,6.7,126,49.32,9.88,5.98,21.42,45.47,5.61,0.74,19.08,3.4,7.44,3.184684951,2.52,7.26
20-09-2024,04:00:00,75,0,981.7,7.1,114,9,113,37.84,9.08,6.54,20.5,42.58,4.8,0.62,17.98,3.08,5.82,3.184684951,2.52,7.3
20-09-2024,05:00:00,70,0,981.6,10,111,13,109,42.68,9.04,6.54,22.61,42.62,4.05,0.77,18.35,4.45,8.15,3.184684951,2.6,6.54
20-09-2024,06:00:00,65,0,981.2,11.8,113,14.7,112,58.49,13.94,10.64,17.63,44.81,4.29,0.78,18.57,4.29,8.22,3.184684951,2.85,6.58
20-09-2024,07:00:00,61,0,980.7,11,113,13.6,112,66.38,14.06,10.58,17.63,44.5,4.3,0.8,18.83,4.57,8.55,3.184684951,3.18,6.78
20-09-2024,08:00:00,59,0,979.8,10.2,113,12.9,113,73.66,10.6,7.14,40.42,40.95,4.14,0.66,33.51,2.05,2.35,3.184684951,3.09,5.19
20-09-2024,09:00:00,61,0,978.9,9.8,118,12.9,117,60.1,6.88,7,26.58,41.24,5.33,0.74,18.93,2.46,7.89,3.184684951,2.87,5.72
20-09-2024,10:00:00,60,0,978.4,8.9,122,11.5,122,45.03,11.62,13.75,23.07,36.2,5.98,0.91,27.69,2.72,7.3,1.06,2,4.07
20-09-2024,11:00:00,62,0,978.2,7.4,129,10,128,59.63,18.03,13.19,27.58,36.38,5.5,1.63,51.04,4.2,5.84,3.18,1.91,4.22
20-09-2024,12:00:00,71,0,977.9,4.3,132,9.2,135,82.78,14.32,11.08,31.58,36.22,7.84,0.86,30.97,4.76,7.14,1.96,1.9,4.1
20-09-2024,13:00:00,81,0,978.6,6.2,159,9.7,149,95.48,19.71,11.07,31.34,36.35,7.92,0.72,43.48,4.74,7.01,1.94,2.07,4.09
20-09-2024,14:00:00,86,0,979.1,6.5,177,7,168,109.49,11.39,9.95,22.9,36.39,7.37,1.21,35.39,3.06,6.01,2.66,2.02,3.81
20-09-2024,15:00:00,87,0,979.6,4.7,180,8.7,187,108.54,11.71,9.95,22.63,36.57,6.36,1.16,36.58,3.03,5.76,2.69,1.94,3.71
20-09-2024,16:00:00,87,0,980.1,5.8,187,11,199,114.16,15.16,9.36,21.18,36.15,7.16,0.69,28.61,3,5.65,2.6,1.83,3.65
20-09-2024,17:00:00,88,0,980.4,5.8,187,11.5,200,101.48,15,9.35,21.27,36.1,7.18,0.69,24.88,2.84,4.62,2.65,1.4,3.17
20-09-2024,18:00:00,89,0,980,5.2,196,11.1,205,97.14,18.14,9.56,19.41,36.24,7.01,1.14,24.38,3.3,6.52,2.81,3.58,7.22
20-09-2024,19:00:00,91,0,980.1,4.6,198,10.3,209,106.43,18.36,9.62,19.34,36.09,7.97,1.19,24.38,3.34,6.6,2.84,3.66,7.34
20-09-2024,20:00:00,94,0,979.9,6.6,221,8.7,228,172.9,19.94,10.55,33.73,36.23,8.97,1.14,17.77,4.16,6.5,2.58,2.41,4.32
20-09-2024,21:00:00,92,0,979.8,4.7,270,6.5,264,133.71,19.77,10.55,33.68,36.42,9.54,1.14,17.27,4.26,7.98,2.58,2.54,3.8
20-09-2024,22:00:00,91,0,979.7,3.7,299,5.4,290,123.82,16.5,10.95,32.12,36.14,10.12,0.83,16.44,3.51,8.64,3.7,2.44,4
20-09-2024,23:00:00,92,0,980,2.8,320,4.1,315,142.78,14.85,11.38,32.22,39.73,10.07,0.85,15.21,4.29,7.86,3.75,2.78,5.39
21-09-2024,00:00:00,92,0,980.3,1.5,104,3.2,360,127.76,10.02,9.39,21.9,50.79,4.61,0.79,15.58,4.13,17.96,12.28,8.32,6.17
21-09-2024,01:00:00,93,0,981.2,3.3,221,7.4,256,93.08,12.52,11.52,29.59,47.46,5.16,0.78,18.41,2.82,5.94,3.85,2.47,4.7
21-09-2024,02:00:00,90,0,981.9,2.4,243,6.1,267,113.76,17.56,8.51,32.21,42.92,5.15,0.87,19.46,3.79,7.09,2.32,2.21,4.06
21-09-2024,03:00:00,84,0,982.4,1.8,270,3.2,270,94.6,12.34,8.18,23.07,45.48,6.71,1.08,15.49,3.62,8.72,2.58,2.94,6.55
21-09-2024,04:00:00,77,0,982.9,0.8,243,1,225,94.32,10.91,9.56,27.53,42.62,6.36,1.04,15.92,3.42,7.31,3.58,3.56,5.9
21-09-2024,05:00:00,70,0,983.1,3.2,117,4,117,61.63,10.1,9.85,25.27,42.59,6.74,0.91,16.22,3.75,8.04,2.65,3.89,5.53
21-09-2024,06:00:00,67,0,982.9,8.6,123,10.9,124,69.69,13.06,11.72,22.77,44.28,5.88,0.92,17.25,3.38,5.9,2.65,2.98,4.61
21-09-2024,07:00:00,64,0,982.1,9.2,129,11.6,126,84.04,13.18,12.79,20.58,44.38,7.86,0.86,18.1,3.39,5.38,3.76,2.81,4.91
21-09-2024,08:00:00,62,0,981.3,8.2,128,10,128,87.82,12.42,9.37,27.3,41.22,6.14,0.88,17.48,2.72,5.73,2.4,3,4.32
21-09-2024,09:00:00,61,0,980.1,6.4,128,7.7,131,73.23,13.75,10.26,30.34,41.57,6.37,0.84,22.52,3.18,7.86,2.54,3.72,4.92
21-09-2024,10:00:00,60,0,979.3,4.1,135,4.8,138,60.04,12,13.8,23.12,36.15,5.3,0.94,26.31,3.12,7.69,1.04,2.65,4.46
21-09-2024,11:00:00,60,0,979.4,3.4,122,4.4,125,62.44,12.74,13.45,22.25,36.21,4.32,1.45,34.81,4.35,6.08,3.23,2.45,4.58
21-09-2024,12:00:00,70,0,979.5,2.9,97,5.2,106,53.65,14.44,11.2,31.44,36.15,6.22,0.92,31.14,4.97,7.34,1.96,2.39,4.35
21-09-2024,13:00:00,75,0,979.7,4.1,142,3.7,151,81.7,14.36,11.22,31.4,36.33,5.99,0.79,31.14,4.88,7.19,1.96,2.41,4.25
21-09-2024,14:00:00,77,0,980,3.4,148,2.4,153,65.6,11.52,9.94,22.64,36.13,5.7,1.23,35.82,3.21,6.09,2.68,2.29,3.93
21-09-2024,15:00:00,84,0,980.5,4.3,138,2.6,146,78.92,11.53,10.04,22.48,36.6,7.75,1.18,36.28,2.84,4.28,2.62,2.16,3.82
21-09-2024,16:00:00,84,0,981.1,4.3,132,2.5,135,77.52,14.82,9.37,21.37,35.49,7.35,0.79,24.98,2.63,3.77,2.62,1.33,2.66
21-09-2024,17:00:00,84,0,981.3,4.1,135,2.6,124,85.18,14.74,9.32,21.4,36.04,6.34,0.64,24.85,2.91,4.88,2.67,2.13,3.68
21-09-2024,18:00:00,86,0,981.1,3.7,169,2.4,153,84.06,18.08,9.52,19.15,36.03,5.55,0.67,25.04,3.12,4.99,2.79,3.48,7.14
21-09-2024,19:00:00,89,0,981,4.1,195,3.5,204,98.68,18.09,9.62,19.25,36.69,6.76,0.85,24.5,3.01,3.64,2.78,2.75,6.67
21-09-2024,20:00:00,92,0,980.3,4.9,216,4.2,239,66.75,19.76,10.48,33.39,35.96,8.51,0.97,17.95,4.3,6.56,2.64,3.7,4.88
21-09-2024,21:00:00,93,0,979.9,5.8,240,6,253,80,19.83,10.67,33.67,36.38,7.8,1.18,17.82,4.43,8.12,2.59,3.32,4.17
21-09-2024,22:00:00,94,0,979.9,6.5,267,7.2,270,93.5,16.94,11.03,32.09,36.12,8.21,1.27,16.5,3.74,8.8,3.56,3.01,4.28
21-09-2024,23:00:00,93,0,980.1,5.8,263,7.8,283,90.67,15.12,11.05,32.15,38.78,8.68,1.31,15.65,4.42,7.75,3.74,2.9,5.29
22-09-2024,00:00:00,88,0,980.3,4.3,246,8.3,275,163.79,10.07,9.37,21.83,50.8,8.52,1.12,15.9,4.03,17.89,12.85,8.46,6.08
22-09-2024,01:00:00,91,0,981.2,4.9,234,7.7,259,162.17,12.51,11.49,29.63,47.45,8.57,1.06,18.9,2.72,5.86,3.84,2.67,4.62
22-09-2024,02:00:00,86,0,981.7,4.9,234,8.6,255,97.5,17.54,8.51,32.06,42.92,8.61,1.03,19.71,3.69,6.97,2.35,2.54,4.11
22-09-2024,03:00:00,79,0,982.2,5.1,266,7.6,265,144.44,12.32,8.15,23.11,45.52,12.12,1.1,15.88,3.36,7.91,2.63,2.94,6.3
22-09-2024,04:00:00,74,0,982.4,6.3,294,7.8,292,137.4,10.91,9.5,27.5,42.61,16.68,1,16.26,2.88,4.07,3.55,2.63,5.24
22-09-2024,05:00:00,69,0,982.6,6.1,320,7.1,319,45.38,13.72,13.97,21.13,39.46,13.96,1.07,22,2.87,6.75,2.74,4.24,5.76
22-09-2024,06:00:00,66,0,982.2,6.2,339,7.3,340,89.57,13.08,11.76,22.69,44.74,8.11,0.92,17.62,3.74,8.23,2.69,4.36,5.89
22-09-2024,07:00:00,63,0,981.3,5.5,349,6.6,347,133.5,13.22,12.96,20.57,44.5,7.47,0.9,18.18,3.92,7.51,3.62,3.93,6.01
22-09-2024,08:00:00,60,0,980.1,5.4,340,6.4,344,116.22,12.41,9.36,27.2,41.2,5.93,0.92,17.51,3.31,8.33,2.45,4.77,5.42
22-09-2024,09:00:00,59,0,979,5.8,338,7,339,99.22,6.95,7.11,26.51,41.21,5.22,0.88,19.14,1.5,6,3.184684951,3.86,5.07
22-09-2024,10:00:00,59,0,978.3,6.2,339,7.6,341,119.58,12.28,13.85,22.96,36.64,12.64,0.82,26.85,2.11,3.69,1.07,1.25,2.82
22-09-2024,11:00:00,60,0,978.4,6.2,339,8,342,149.61,12.93,13.24,22.27,36.24,15.65,0.8,35.26,4.53,6.38,3.22,3.25,4.95
22-09-2024,12:00:00,71,0,978.5,5,330,10,339,128.1,14.73,11.08,31.67,35.83,20.14,0.79,31.27,5.19,7.59,1.88,3.06,4.62
22-09-2024,13:00:00,74,0,979.1,8.2,322,17.4,326,154.38,20.12,11.11,31.79,27.15,22.21,0.69,31.29,5.1,7.4,2,2.76,4.5
22-09-2024,14:00:00,76,0,979.1,6.4,333,14.9,340,94.46,15.53,14.19,27.86,26.82,23.27,0.67,36.22,3.37,6.21,2.66,2.48,4.1
22-09-2024,15:00:00,81,0,979.5,8.4,335,12.1,343,60.9,11.54,10.06,22.76,36,23.47,0.74,36.46,3.36,6.12,2.62,2.38,3.95
22-09-2024,16:00:00,83,0,979.8,7.4,331,13.6,338,61.54,14.86,9.33,21.05,36.55,23.58,0.72,25.07,3.34,5.97,2.67,2.34,3.96
22-09-2024,17:00:00,85,0,979.7,6.8,342,14.8,346,73.62,14.82,9.24,21.13,36.83,23.6,0.74,25.33,2.94,4.29,2.67,1.79,3.53
22-09-2024,18:00:00,90,0,979.7,7.8,326,12.2,346,139.7,18.23,9.55,19.47,36.09,23.87,0.73,24.94,3.15,4.83,2.74,3.66,6.94
22-09-2024,19:00:00,87,0,979.5,5.7,305,10.1,343,128.62,17.99,9.58,19.37,36.32,23.54,0.78,24.86,3.22,4.84,2.9,2.97,6.65
22-09-2024,20:00:00,85,0,979.2,4,297,8.1,347,131.72,19.77,10.52,33.71,36.24,23.63,0.75,17.97,4.11,5.47,2.65,2.58,4.14
22-09-2024,21:00:00,90,0,978.7,4.7,293,7.8,338,111.12,19.93,10.68,33.77,36.36,23.6,0.79,17.58,4.61,8.14,2.58,2.72,3.78
22-09-2024,22:00:00,94,0,978.7,5.4,278,8.5,324,76.24,16.66,10.92,32.37,36.03,24.02,0.84,16.59,4,9.11,3.71,2.88,4.23
22-09-2024,23:00:00,96,0,979,6.1,267,8.7,312,93.12,14.95,11.06,32.62,38.74,24.08,0.88,15.52,4.68,8.23,3.69,2.84,5.29
23-09-2024,00:00:00,96,0,979.4,4.7,266,10.6,298,78.72,10.02,9.45,22.1,50.84,6.03,0.75,15.93,4.38,18.13,12.53,8.16,6.19
23-09-2024,01:00:00,95,0,980.6,3.3,283,8.2,322,130.69,12.45,11.41,29.66,47.48,5.62,0.79,18.46,3.18,6.39,3.83,2.71,4.82
23-09-2024,02:00:00,90,0,981.5,2.5,262,6.1,315,88,17.58,8.46,32.18,42.9,5.88,0.81,19.68,3.83,6.23,2.39,2.42,4.1
23-09-2024,03:00:00,82,0,982.2,2.9,277,4.7,293,124.66,12.29,8.11,22.95,45.47,7.96,0.88,15.52,3.79,7.99,2.62,2.74,6.33
23-09-2024,04:00:00,73,0,982.5,4.7,274,5.8,277,113.86,10.99,9.44,27.69,42.61,7.81,0.86,16.56,3.97,8.18,3.52,4.1,6.29
23-09-2024,05:00:00,66,0,982.5,5.6,285,6.8,288,79.78,10.16,9.84,25.27,42.57,7.93,0.86,16.2,3.9,7.52,2.68,4.4,5.96
23-09-2024,06:00:00,64,0,982.1,6.6,292,8.2,293,72.28,13.13,11.84,22.66,44.6,8.86,0.91,17.68,4.22,8.24,2.67,4.21,5.88
23-09-2024,07:00:00,61,0,981.4,7.1,294,8.7,294,149.65,13.2,12.91,20.64,44.92,8.64,0.86,18.41,4.49,8.13,3.64,3.96,6.15
23-09-2024,08:00:00,59,0,980.3,7.1,294,8.7,294,32.5,12.38,9.42,27.49,41.15,8.39,0.84,17.63,3.84,8.76,2.57,3.89,5.25
23-09-2024,09:00:00,59,0,979.2,7.9,294,9.7,297,48.66,13.94,9.99,30.35,41.24,7.69,0.82,22.49,3.74,8.62,2.63,4.08,5.16
23-09-2024,10:00:00,58,0,978.3,8.3,304,10.3,306,47.61,12.01,13.84,22.86,36.4,6.73,0.9,27.51,3.66,8.3,1.07,3.79,5.08
23-09-2024,11:00:00,60,0,977.9,9.4,328,12.8,328,52.75,12,8.52,21.08,45.76,6.84,1.6,34.93,5.4,8.73,3.12,3.89,5.98
23-09-2024,12:00:00,68,0,977.3,7.9,344,16.2,343,36.5,14.54,7.51,33.76,56.92,8.32,0.69,29.2,6.2,9.77,1.96,3.13,5.1
